player_name,player_slug,source_school,source_school_slug,source_conference,source_level,destination_school,destination_school_slug,first_big_west_season,source_season,source_stat_source,position,height_in,weight_lbs,source_conf_power,destination_conf_power,conf_power_delta,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_spg,source_bpg,source_topg,source_fg_pct,source_fg3_pct,source_ft_pct,source_efg_pct,source_ts_pct,source_three_rate,source_ft_rate,source_per,source_usg_pct,source_ws,source_bpm,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_stl_per_40,source_blk_per_40,source_tov_per_40,big_west_games,big_west_games_started,big_west_mpg,big_west_minutes,big_west_minutes_share,big_west_ppg,big_west_rpg,big_west_apg,big_west_spg,big_west_bpg,big_west_topg,big_west_ts_pct,big_west_per,big_west_usg_pct,big_west_ws,big_west_ws_per_40,big_west_bpm,big_west_porpag,production_score,impact_score,outcome_tier,source_url,outcome_url
Miloš Vićentić,milo-vienti,McKendree,mckendree,GLVC,D2,UC San Diego,uc-san-diego,2024-25,2023-24,phase1_school_stats,W,79.0,200.0,16.5,30.41,13.91,28,33.57142857142857,0.8392857142857142,21.535714285714285,5.035714285714286,0.8571428571428571,0.5357142857142857,0.5,2.5357142857142856,0.533,0.412,0.794,0.597254004576659,0.6256744417697352,0.3112128146453089,0.2334096109839817,,,,,25.659574468085104,6.0,1.021276595744681,0.6382978723404256,0.5957446808510639,3.0212765957446805,1,0,20.0,20.0,0.5,3.0,5.0,0.0,0.0,0.0,1.0,0.25,-1.6,18.3,0.0,-0.029,-5.9,-1.97585,6.0,19.999999999999996,Limited Big West role,https://mckbearcats.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/milos-vicentic-1.html
Caleb McCarty,caleb-mccarty,South Carolina State,south-carolina-state,MEAC,D1,Cal State Bakersfield,cal-state-bakersfield,2025-26,2024-25,sports_reference_source_school_cache,F,80.0,195.0,21.75,29.37,7.620000000000001,26,18.0,0.45,4.1,3.3,0.6,0.7,1.1,1.0,0.589,0.5,0.645,0.596,0.6159855769230769,0.03571428571428572,0.4285714285714286,12.8,11.6,1.4,-3.4,9.11111111111111,7.333333333333333,1.3333333333333333,1.5555555555555556,2.4444444444444446,2.2222222222222223,6,0,8.7,52.199999999999996,0.21749999999999997,3.2,2.5,0.3,0.0,0.2,0.2,0.6379585326953748,16.8,14.5,0.2,0.141,-1.6,1.27193,5.2,18.767361111111114,Limited Big West role,https://www.sports-reference.com/cbb/schools/south-carolina-state/men/2025.html,https://www.sports-reference.com/cbb/schools/cal-state-bakersfield/men/2026.html
Kieran Elliott,kieran-elliott,West Texas A&M,west-texas-a-m,LSC,D2,Cal Poly,cal-poly,2024-25,2023-24,phase1_school_stats,F,79.0,0.0,17.1,30.41,13.309999999999999,35,23.571428571428573,0.5892857142857143,12.428571428571429,6.742857142857143,0.7142857142857143,0.4857142857142857,0.2571428571428571,1.3142857142857143,0.594,0.393,0.761,0.6146616541353384,0.6621407696054554,0.10526315789473684,0.5338345864661654,,,,,21.09090909090909,11.442424242424241,1.2121212121212122,0.8242424242424241,0.4363636363636363,2.23030303030303,11,2,15.0,165.0,0.375,5.4,3.7,0.5,0.3,0.0,1.4,0.5232558139534884,10.6,20.6,0.2,0.038,-5.5,0.547449,7.8500000000000005,18.420138888888893,Limited Big West role,https://gobuffsgo.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/kieran-elliott-1.html
Jalen Cooper,jalen-cooper,Palm Beach Atlantic,palm-beach-atlantic,SSC,D2,Cal State Fullerton,cal-state-fullerton,2023-24,2022-23,phase1_school_stats,W,78.0,195.0,16.75,29.59,12.84,27,31.48148148148148,0.787037037037037,17.37037037037037,8.666666666666666,1.8888888888888888,1.2592592592592593,1.3703703703703705,2.5925925925925926,0.517,0.429,0.74,0.5495356037151703,0.600112601085065,0.15170278637770898,0.47678018575851394,,,,,22.070588235294117,11.011764705882351,2.4,1.6,1.7411764705882353,3.2941176470588234,20,4,13.6,272.0,0.33999999999999997,3.4,3.1,0.6,0.4,0.2,1.0,0.5570117955439056,11.3,15.7,0.5,0.072,-4.4,-0.449225,5.91,18.15972222222222,Limited Big West role,https://pbasailfish.com/sports/mens-basketball/stats/2022-23,https://www.sports-reference.com/cbb/players/jalen-cooper-1.html
Ethan Menzies,ethan-menzies,Colorado Mesa,colorado-mesa,RMAC,D2,Cal Poly,cal-poly,2024-25,2023-24,phase1_school_stats,F,79.0,215.0,14.68,30.41,15.73,19,10.052631578947368,0.2513157894736842,3.3684210526315788,2.0526315789473686,1.5263157894736843,0.2631578947368421,0.42105263157894735,0.7368421052631579,0.73,0.5,0.5,0.7972972972972973,0.7729468599033816,0.2702702702702703,0.2702702702702703,,,,,13.403141361256544,8.167539267015707,6.073298429319372,1.0471204188481675,1.675392670157068,2.931937172774869,26,5,9.7,252.2,0.2425,2.4,1.5,0.7,0.3,0.1,0.8,0.5376344086021505,7.9,14.7,0.2,0.03,-3.0,-0.121551,3.82,15.520833333333336,Limited Big West role,https://cmumavericks.com/sports/mens-basketball/stats/2023-24,https://www.sports-reference.com/cbb/players/ethan-menzies-1.html
Ben Shtolzberg,ben-shtolzberg,Creighton,creighton,Big East,D1,UC Santa Barbara,uc-santa-barbara,2023-24,2022-23,sports_reference_source_school_cache,G,76.0,196.0,42.46,29.59,-12.870000000000001,17,5.8,0.145,1.5,0.9,0.6,0.2,0.0,0.2,0.375,0.231,0.8,0.438,0.489556135770235,0.5714285714285715,0.2142857142857143,12.7,16.0,0.3,0.8,10.344827586206897,6.206896551724138,4.137931034482759,1.3793103448275863,0.0,1.3793103448275863,23,0,13.5,310.5,0.3375,2.9,1.3,1.1,0.3,0.0,1.0,0.5426646706586826,6.5,14.4,0.3,0.035,-5.0,-0.274416,4.29,15.034722222222221,Limited Big West role,https://www.sports-reference.com/cbb/schools/creighton/men/2023.html,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2024.html
Denzel Hines,denzel-hines,Coastal Carolina,coastal-carolina,Sun Belt,D1,UC Riverside,uc-riverside,2025-26,2024-25,sports_reference_source_school_cache,F,79.0,205.0,29.29,29.37,0.08000000000000185,32,23.1,0.5775,7.2,6.2,1.3,0.2,0.1,1.4,0.43,0.244,0.714,0.458,0.5269320843091335,0.23214285714285718,0.5,13.4,19.5,1.5,-4.3,12.467532467532466,10.735930735930735,2.251082251082251,0.3463203463203463,0.17316017316017315,2.4242424242424243,6,0,9.7,58.199999999999996,0.2425,1.3,2.7,0.5,0.5,0.2,1.0,0.3548034934497817,5.9,14.4,0.0,-0.018,-2.1,-0.93289,3.5300000000000002,14.53125,Limited Big West role,https://www.sports-reference.com/cbb/schools/coastal-carolina/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html
Jared Barnett,jared-barnett2,San Diego State,san-diego-state,Mountain West,D1,Cal State Northridge,cal-state-northridge,2023-24,2022-23,sports_reference_source_school_cache,G,73.0,155.0,38.01,29.59,-8.419999999999998,10,2.7,0.0675,0.6,0.3,0.3,0.1,0.0,0.4,0.25,0.5,0.0,0.375,0.37499999999999994,0.5,0.0,1.2,22.9,0.0,-8.3,8.888888888888888,4.444444444444444,4.444444444444444,1.4814814814814814,0.0,5.925925925925926,32,6,14.8,473.6,0.37,2.1,2.4,2.4,0.5,0.0,1.3,0.3426892950391645,4.9,13.9,0.2,0.018,-7.2,-1.15391,5.159999999999999,13.368055555555557,Limited Big West role,https://www.sports-reference.com/cbb/schools/san-diego-state/men/2023.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2024.html
Isaac Spears,isaac-spears,Montana State,montana-state,Big Sky,D1,Cal Poly,cal-poly,2022-23,2021-22,sports_reference_source_school_cache,G,76.0,170.0,27.4,29.79,2.3900000000000006,12,2.7,0.0675,1.3,0.3,0.3,0.0,0.0,0.7,0.333,0.25,0.5,0.4,0.4276315789473684,0.5384615384615384,0.3846153846153846,-1.3,41.4,-0.1,-27.1,19.25925925925926,4.444444444444444,4.444444444444444,0.0,0.0,10.37037037037037,3,0,7.7,23.1,0.1925,3.3,0.7,0.7,0.0,0.0,1.0,0.5499999999999999,11.1,28.4,0.0,0.009,-1.9,0.00732369,3.7799999999999994,13.281249999999998,Limited Big West role,https://www.sports-reference.com/cbb/schools/montana-state/men/2022.html,https://www.sports-reference.com/cbb/schools/cal-poly/men/2023.html
Dylan Godfrey,dylan-godfrey,Canisius,canisius,MAAC,D1,UC Riverside,uc-riverside,2025-26,2024-25,sports_reference_source_school_cache,F,80.0,0.0,25.17,29.37,4.199999999999999,31,23.3,0.5825,8.6,2.8,0.6,0.5,0.5,1.3,0.424,0.32,0.852,0.511,0.5311264822134387,0.5324675324675324,0.11688311688311688,11.8,22.2,0.1,-6.8,14.763948497854077,4.806866952789699,1.0300429184549356,0.8583690987124464,0.8583690987124464,2.2317596566523603,25,0,9.5,237.5,0.2375,3.3,1.3,0.6,0.2,0.1,0.5,0.487012987012987,10.0,20.4,0.3,0.043,-5.7,-0.0179355,4.59,11.875,Limited Big West role,https://www.sports-reference.com/cbb/schools/canisius/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html
Jerome Palm,jerome-palm,Valparaiso,valparaiso,Missouri Valley,D1,Hawaii,hawaii,2024-25,2023-24,sports_reference_source_school_cache,F,82.0,220.0,33.86,30.41,-3.4499999999999993,27,14.8,0.37,4.7,3.8,0.4,0.4,0.1,0.7,0.487,0.25,0.531,0.491,0.49703891708967857,0.023809523809523808,0.2857142857142857,13.6,18.7,0.6,-3.2,12.702702702702702,10.27027027027027,1.081081081081081,1.081081081081081,0.27027027027027023,1.8918918918918919,29,0,9.4,272.6,0.23500000000000001,2.4,2.0,0.3,0.0,0.2,0.7,0.5660377358490566,9.5,15.7,0.3,0.046,-5.0,-0.239622,3.7999999999999994,11.666666666666666,Limited Big West role,https://www.sports-reference.com/cbb/schools/valparaiso/men/2024.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2025.html
Jalen Myers,jalen-myers,Norfolk State,norfolk-state,MEAC,D1,Hawaii,hawaii,2025-26,2024-25,sports_reference_source_school_cache,F,80.0,200.0,21.75,29.37,7.620000000000001,31,25.0,0.625,10.5,5.4,1.0,0.7,0.4,1.3,0.521,0.333,0.86,0.567,0.6310096153846153,0.2714285714285714,0.42857142857142855,19.1,19.7,3.4,1.3,16.8,8.64,1.6,1.12,0.64,2.08,7,0,9.0,63.0,0.225,2.9,0.9,0.6,0.1,0.0,0.3,0.4124004550625711,6.3,20.4,0.1,0.061,-6.5,-0.572855,3.8699999999999997,8.506944444444445,Limited Big West role,https://www.sports-reference.com/cbb/schools/norfolk-state/men/2025.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2026.html
Sydney Shipp,sydney-shipp,Occidental,occidental,SCIAC,D2,Cal State Fullerton,cal-state-fullerton,2023-24,2022-23,phase1_school_stats,G,72.0,170.0,,29.59,,25,33.84,0.8460000000000001,13.28,4.16,4.28,1.88,0.56,3.0,0.433,0.315,0.62,0.47929936305732485,0.49404761904761907,0.2929936305732484,0.1592356687898089,,,,,15.697399527186757,4.91725768321513,5.0591016548463354,2.222222222222222,0.6619385342789598,3.5460992907801416,2,0,4.0,8.0,0.1,0.0,0.5,1.0,0.0,0.0,0.5,0.0,2.0,6.6,0.0,-0.004,-3.3,,0.7999999999999998,8.402777777777779,Limited Big West role,https://oxyathletics.com/sports/mens-basketball/roster/sydney-shipp/7664,https://www.sports-reference.com/cbb/schools/cal-state-fullerton/men/2024.html
Festus Ndumanya,festus-ndumanya,Southern,southern,SWAC,D1,Cal State Northridge,cal-state-northridge,2024-25,2023-24,sports_reference_source_school_cache,F,79.0,225.0,21.33,30.41,9.080000000000002,4,9.0,0.225,0.5,2.0,0.3,0.0,0.3,0.5,0.1,0.0,0.0,0.1,0.1,0.0,0.0,-6.1,16.6,-0.1,-17.0,2.2222222222222223,8.88888888888889,1.3333333333333333,0.0,1.3333333333333333,2.2222222222222223,26,0,5.8,150.79999999999998,0.145,2.3,1.2,0.2,0.2,0.1,0.4,0.45062695924764884,8.0,23.8,0.2,0.059,-7.2,0.0670085,3.2899999999999996,6.059027777777779,Limited Big West role,https://www.sports-reference.com/cbb/schools/southern/men/2024.html,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2025.html
Derek Sangster,derek-sangster,Princeton,princeton,Ivy,D1,UC Davis,uc-davis,2024-25,2023-24,sports_reference_source_school_cache,F,79.0,0.0,30.87,30.41,-0.46000000000000085,13,3.8,0.095,1.4,0.7,0.2,0.0,0.4,0.2,0.333,0.364,0.667,0.444,0.4704301075268817,0.5714285714285715,0.14285714285714288,15.8,23.1,0.1,6.6,14.73684210526316,7.36842105263158,2.1052631578947367,0.0,4.2105263157894735,2.1052631578947367,8,0,4.1,32.8,0.1025,1.5,0.5,0.1,0.0,0.3,0.1,0.462962962962963,12.1,21.4,0.1,0.073,-6.9,-0.255019,2.0800000000000005,5.416666666666666,Limited Big West role,https://www.sports-reference.com/cbb/schools/princeton/men/2024.html,https://www.sports-reference.com/cbb/schools/california-davis/men/2025.html
Chris Mitchell,chris-mitchell,Cal State San Bernardino,cal-state-san-bernardino,CCAA,D2,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,phase1_school_stats,G,76.0,200.0,14.85,30.41,15.56,35,31.3,0.7825,16.3,7.3,1.8,0.7,0.3,3.1,0.491,0.437,0.76,0.0,0.0,0.0,0.0,,,,,20.83067092651757,9.329073482428115,2.3003194888178915,0.8945686900958466,0.38338658146964855,3.961661341853035,10,0,8.5,85.0,0.2125,2.4,1.7,0.1,0.3,0.1,0.9,0.42075736325385693,4.7,23.5,0.0,-0.023,-9.4,,3.4899999999999993,4.409722222222222,Limited Big West role,https://csusbathletics.com/sports/mens-basketball/roster/chris-mitchell/4103,https://www.sports-reference.com/cbb/schools/california-santa-barbara/men/2025.html
Daniel Tobiloba,daniel-tobiloba,South Florida,south-florida,American,D1,UC Riverside,uc-riverside,2025-26,2024-25,sports_reference_source_school_cache,C,84.0,235.0,34.55,29.37,-5.179999999999996,9,5.0,0.125,0.7,1.8,0.0,0.2,0.2,0.1,0.5,0.0,0.5,0.5,0.6076388888888887,0.0,1.0,13.4,7.7,0.1,-4.5,5.6,14.4,0.0,1.6,1.6,0.8,8,0,3.0,24.0,0.075,0.3,1.1,0.0,0.1,0.1,0.0,0.18749999999999997,8.0,12.3,0.0,0.028,-8.7,-0.616824,1.2100000000000002,2.4652777777777777,Limited Big West role,https://www.sports-reference.com/cbb/schools/south-florida/men/2025.html,https://www.sports-reference.com/cbb/schools/california-riverside/men/2026.html
Matija Svetozarević,matija-svetozarevi,Portland,portland,West Coast,D1,Hawaii,hawaii,2022-23,2021-22,sports_reference_source_school_cache,G,79.0,215.0,36.71,29.79,-6.920000000000002,23,9.7,0.2425,2.6,1.7,0.5,0.2,0.1,0.5,0.333,0.233,0.938,0.395,0.462962962962963,0.52,0.27999999999999997,8.9,17.2,0.3,-2.3,10.721649484536083,7.010309278350516,2.061855670103093,0.8247422680412372,0.4123711340206186,2.061855670103093,7,0,1.6,11.200000000000001,0.04,0.3,0.3,0.0,0.0,0.0,0.1,0.25,-4.8,24.4,0.0,-0.106,-25.6,,0.46,1.4583333333333335,Limited Big West role,https://www.sports-reference.com/cbb/schools/portland/men/2022.html,https://www.sports-reference.com/cbb/schools/hawaii/men/2023.html
