player_name,player_slug,source_school,source_school_slug,source_conference,source_level,destination_school,destination_school_slug,first_big_west_season,source_season,source_stat_level,source_stat_source,class,position,games,games_started,mpg,minutes,minutes_share,ppg,rpg,apg,spg,bpg,topg,fg_pct,fg3_pct,ft_pct,efg_pct,ts_pct,three_rate,ft_rate,per,ts_pct_advanced,usg_pct,ows,dws,ws,ws_per_40,bpm,source_url
"Marcus Adams, Jr.",marcus-adams-jr,Arizona State,arizona-state,Big XII,D1,Hawaii,hawaii,2026-27,2025-26,D1,sports_reference_source_school_cache,,F,14,0,11.7,163.79999999999998,0.2925,3.6,2.4,0.2,0.2,0.3,0.5,0.341,0.296,0.7,0.439,0.5119453924914675,0.6551724137931034,0.48275862068965514,9.5,0.495,17.4,0.1,0.2,0.2,0.055,-0.8,https://www.sports-reference.com/cbb/schools/arizona-state/men/2026.html
Zack Davidson,zack-davidson,Northern Arizona,northern-arizona,Big Sky,D1,Hawaii,hawaii,2026-27,2025-26,D1,sports_reference_source_school_cache,,F,14,13,23.6,330.40000000000003,0.5900000000000001,14.0,4.8,0.8,0.6,0.0,1.9,0.617,0.25,0.463,0.62,0.6028246641405443,0.031578947368421054,0.5052631578947369,21.7,0.595,31.0,0.5,0.2,0.7,0.085,-1.4,https://www.sports-reference.com/cbb/schools/northern-arizona/men/2026.html
Brett Wright,brett-wright,Trevecca Nazarene,trevecca-nazarene,GSC,D2,Long Beach State,long-beach-state,2026-27,2025-26,D2,phase1_school_stats,,,28,,22.142857142857142,620.0,0.5535714285714286,12.321428571428571,2.357142857142857,0.21428571428571427,0.25,0.2857142857142857,0.8214285714285714,0.47,0.475,0.83,0.6543478260869565,0.6809568924680246,0.7782608695652173,0.23043478260869565,,,,,,,,,https://tnutrojans.com/sports/mens-basketball/stats/2025-26
Colin Ruffin,colin-ruffin,Missouri Southern,missouri-southern,MIAA,D2,Long Beach State,long-beach-state,2026-27,2025-26,D2,phase1_school_stats,,,28,,27.321428571428573,765.0,0.6830357142857143,11.428571428571429,5.142857142857143,2.8214285714285716,1.75,0.10714285714285714,1.3928571428571428,0.476,0.325,0.721,0.5303030303030303,0.5781182251770487,0.3333333333333333,0.45021645021645024,,,,,,,,,https://mssulions.com/sports/mens-basketball/stats/2025-26
Grgur Brčić,grgur-bri,Bucknell,bucknell,Patriot League,D1,Long Beach State,long-beach-state,2026-27,2025-26,D1,sports_reference_source_school_cache,,F,18,8,16.9,304.2,0.4225,4.3,4.8,0.4,0.3,0.5,0.7,0.569,0.0,0.462,0.569,0.5634171907756813,0.0,0.43749999999999994,14.2,0.554,14.4,0.3,0.3,0.6,0.08,-4.3,https://www.sports-reference.com/cbb/schools/bucknell/men/2026.html
Jack Payne,jack-payne,Idaho,idaho,Big Sky,D1,Long Beach State,long-beach-state,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,34,22,21.4,727.5999999999999,0.5349999999999999,6.6,4.1,1.3,0.6,0.3,0.9,0.381,0.316,0.824,0.488,0.5205047318611986,0.6779661016949152,0.1694915254237288,12.5,0.516,17.3,0.7,1.1,1.9,0.104,0.3,https://www.sports-reference.com/cbb/schools/idaho/men/2026.html
Jaden Tengan,jaden-tengan,Cal State Monterey Bay,cal-state-monterey-bay,CCAA,D2,Long Beach State,long-beach-state,2026-27,2025-26,D2,phase1_school_stats,,,29,,31.448275862068964,912.0,0.7862068965517242,14.724137931034482,6.827586206896552,1.7586206896551724,1.896551724137931,0.3103448275862069,2.6551724137931036,0.51,0.358,0.685,0.559931506849315,0.5993150684931506,0.2773972602739726,0.5,,,,,,,,,https://otterathletics.com/sports/mens-basketball/stats/2025-26
Kaleb Smith,kaleb-smith,GCU,gcu,Mountain West,D1,Long Beach State,long-beach-state,2026-27,2025-26,D1,sports_reference_cache,JR,F,22,0,8.0,176.0,0.2,1.4,1.2,0.3,0.1,0.0,0.4,0.184,0.105,0.778,0.211,0.341130604288499,0.5294117647058824,0.4705882352941177,1.8,0.322,15.7,-0.2,0.3,0.0,0.01,-7.4,https://www.sports-reference.com/cbb/players/kaleb-smith-1.html
Noah Amenhauser,noah-amenhauser,Oregon State,oregon-state,West Coast,D1,Long Beach State,long-beach-state,2026-27,2025-26,D1,sports_reference_source_school_cache,,C,29,8,12.2,353.79999999999995,0.305,5.1,2.2,0.4,0.0,0.5,0.8,0.577,0.0,0.7,0.577,0.6299407114624506,0.0,0.5151515151515151,16.4,0.609,21.8,0.6,0.3,0.8,0.094,-0.7,https://www.sports-reference.com/cbb/schools/oregon-state/men/2026.html
Yohann Sissoko,yohann-sissoko,Florida Atlantic,florida-atlantic,American,D1,Long Beach State,long-beach-state,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,27,0,11.3,305.1,0.28250000000000003,3.3,1.7,1.1,0.2,0.1,0.9,0.406,0.429,0.757,0.477,0.5470822281167108,0.33333333333333337,0.5833333333333334,11.0,0.546,17.0,0.2,0.4,0.6,0.079,-2.5,https://www.sports-reference.com/cbb/schools/florida-atlantic/men/2026.html
Clarence Massamba,clarence-massamba,Tennessee,tennessee,SEC,D1,UC Davis,uc-davis,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,12,0,3.5,42.0,0.0875,0.3,0.3,0.3,0.1,0.0,0.2,0.143,0.143,0.5,0.214,0.2180232558139535,1.0,0.33333333333333337,-0.4,0.252,11.4,0.0,0.0,0.0,0.007,-7.4,https://www.sports-reference.com/cbb/schools/tennessee/men/2026.html
Veniamin Abosi,veniamin-abosi,San Francisco,san-francisco,West Coast,D1,UC Davis,uc-davis,2026-27,2025-26,D1,sports_reference_source_school_cache,,F,24,1,17.6,422.40000000000003,0.44000000000000006,5.0,4.1,1.2,0.5,0.4,1.3,0.409,0.404,0.683,0.528,0.5620503597122302,0.5945945945945946,0.45945945945945943,12.0,0.563,16.8,0.3,0.6,0.9,0.087,0.6,https://www.sports-reference.com/cbb/schools/san-francisco/men/2026.html
Nils Cooper,nils-cooper,UC Davis,uc-davis,Big West,D1,UC Irvine,uc-irvine,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,27,23,24.8,669.6,0.62,12.3,4.6,1.9,1.5,0.4,1.6,0.549,0.238,0.737,0.572,0.6189613526570049,0.2,0.55,21.3,0.614,23.1,1.6,1.3,2.9,0.172,2.7,https://www.sports-reference.com/cbb/schools/california-davis/men/2026.html
Olivier Rioux,olivier-rioux,Florida,florida,SEC,D1,UC Irvine,uc-irvine,2026-27,2025-26,D1,sports_reference_source_school_cache,,C,11,0,1.5,16.5,0.0375,0.6,0.5,0.1,0.0,0.0,0.1,0.5,0.0,0.5,0.5,0.5102040816326531,0.0,0.4,17.7,0.504,22.7,0.0,0.0,0.1,0.15,-1.7,https://www.sports-reference.com/cbb/schools/florida/men/2026.html
Abraham Oyeadier,abraham-oyeadier,West Virginia,west-virginia,Big XII,D1,UC Riverside,uc-riverside,2026-27,2025-26,D1,sports_reference_source_school_cache,,C,1,0,2.0,2.0,0.05,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-5.3,0.0,25.5,0.0,0.0,0.0,-0.223,-14.7,https://www.sports-reference.com/cbb/schools/west-virginia/men/2026.html
Aidan Rice,aidan-rice,Western Washington,western-washington,GNAC,D2,UC Riverside,uc-riverside,2026-27,2025-26,D2,phase1_school_stats,,,29,,34.172413793103445,991.0,0.8543103448275862,18.24137931034483,3.1379310344827585,4.0,1.103448275862069,0.2413793103448276,3.0,0.468,0.369,0.846,0.5601604278074866,0.613404452690167,0.5,0.34759358288770054,,,,,,,,,https://wwuvikings.com/sports/mens-basketball/stats/2025-26
Dallas Washington,dallas-washington,Long Beach State,long-beach-state,Big West,D1,UC Riverside,uc-riverside,2026-27,2025-26,D1,sports_reference_source_school_cache,,F,23,1,11.0,253.0,0.275,2.8,1.5,0.5,0.3,0.1,0.7,0.324,0.182,0.444,0.366,0.3858875413450937,0.4516129032258064,0.3870967741935484,3.8,0.382,19.7,-0.3,0.2,-0.1,-0.013,-9.1,https://www.sports-reference.com/cbb/schools/long-beach-state/men/2026.html
Devon Malcolm,devon-malcolm,California Baptist,california-baptist,WAC,D1,UC Riverside,uc-riverside,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,33,15,13.7,452.09999999999997,0.34249999999999997,5.8,3.4,0.5,1.1,0.3,0.9,0.447,0.303,0.618,0.48,0.5261248185776487,0.2222222222222222,0.5111111111111111,20.0,0.513,23.7,0.6,1.3,1.9,0.167,5.2,https://www.sports-reference.com/cbb/schools/california-baptist/men/2026.html
Easton Reagan,easton-reagan,Northwest Nazarene,northwest-nazarene,GNAC,D2,UC Riverside,uc-riverside,2026-27,2025-26,D2,phase1_school_stats,,,29,,34.41379310344828,998.0,0.8603448275862069,19.551724137931036,5.517241379310345,1.6206896551724137,1.1724137931034482,0.20689655172413793,1.793103448275862,0.525,0.372,0.737,0.5891959798994975,0.621002365723298,0.3442211055276382,0.3341708542713568,,,,,,,,,https://nnusports.com/sports/mens-basketball/stats/2025-26
"James Evans, Jr.",james-evans,Cal State Northridge,cal-state-northridge,Big West,D1,UC Riverside,uc-riverside,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,34,10,15.2,516.8,0.38,6.0,1.9,1.2,0.6,0.2,0.8,0.371,0.33,0.588,0.446,0.4716981132075471,0.45614035087719296,0.2631578947368421,11.0,0.465,21.3,0.2,0.7,0.9,0.07,-1.8,https://www.sports-reference.com/cbb/schools/cal-state-northridge/men/2026.html
Tony Duckett,tony-duckett,Saint Mary's,saint-marys,West Coast,D1,UC Riverside,uc-riverside,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,22,0,6.7,147.4,0.1675,3.1,0.5,0.4,0.3,0.3,0.4,0.412,0.308,0.92,0.451,0.5567528735632185,0.2608695652173913,0.47826086956521746,16.1,0.549,24.7,0.3,0.3,0.6,0.172,2.6,https://www.sports-reference.com/cbb/schools/saint-marys-ca/men/2026.html
Tyus Parrish-Tillman,tyus-parrish-tillman,Biola,biola,PacWest,D2,UC Riverside,uc-riverside,2026-27,2025-26,D2,phase1_school_stats,,,28,,32.785714285714285,918.0,0.8196428571428571,15.857142857142858,8.357142857142858,2.4642857142857144,0.6785714285714286,2.25,1.8571428571428572,0.447,0.34,0.681,0.5,0.5485273769519667,0.30930930930930933,0.4894894894894895,,,,,,,,,https://athletics.biola.edu/sports/mens-basketball/stats/2025-26
Kayde Dotson,kayde-dotson,Loyola Chicago,loyola-chicago,Atlantic 10,D1,UC San Diego,uc-san-diego,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,28,21,26.7,747.6,0.6675,10.5,2.8,2.0,0.5,0.0,1.6,0.397,0.38,0.77,0.53,0.5604184457728437,0.6904761904761905,0.2619047619047619,12.2,0.561,21.6,0.9,0.2,1.1,0.059,-1.1,https://www.sports-reference.com/cbb/schools/loyola-il/men/2026.html
Olavi Suutela,olavi-suutela,Oregon State,oregon-state,West Coast,D1,UC San Diego,uc-san-diego,2026-27,2025-26,D1,sports_reference_source_school_cache,,F,33,18,17.5,577.5,0.4375,5.5,2.7,0.8,0.4,0.1,1.0,0.578,0.367,0.655,0.625,0.6473634651600753,0.2571428571428572,0.4857142857142857,12.5,0.637,16.2,0.8,0.4,1.2,0.086,-1.4,https://www.sports-reference.com/cbb/schools/oregon-state/men/2026.html
Rahmir Barno,rahmir-barno,Florida Gulf Coast,florida-gulf-coast,ASUN,D1,UC San Diego,uc-san-diego,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,34,34,31.6,1074.4,0.79,11.7,2.8,5.0,1.4,0.1,2.0,0.454,0.31,0.653,0.482,0.523068669527897,0.17708333333333334,0.375,15.0,0.513,20.9,1.4,1.0,2.4,0.091,-2.8,https://www.sports-reference.com/cbb/schools/florida-gulf-coast/men/2026.html
Antonio Chol,antonio-chol,New Mexico,new-mexico,Mountain West,D1,UC Santa Barbara,uc-santa-barbara,2026-27,2025-26,D1,sports_reference_source_school_cache,,F,37,32,24.2,895.4,0.605,7.7,2.9,0.8,0.3,0.6,0.7,0.387,0.323,0.6,0.5,0.5097987288135593,0.6944444444444444,0.11111111111111112,9.9,0.507,16.7,0.7,1.3,2.0,0.089,1.4,https://www.sports-reference.com/cbb/schools/new-mexico/men/2026.html
"Declan Duru, Jr.",declan-duru,Texas,texas,SEC,D1,UC Santa Barbara,uc-santa-barbara,2026-27,2025-26,D1,sports_reference_source_school_cache,,F,12,0,7.0,84.0,0.175,1.3,1.2,0.0,0.4,0.1,0.3,0.5,0.0,0.25,0.5,0.48798798798798804,0.33333333333333337,0.25,8.2,0.472,11.8,0.0,0.1,0.1,0.039,-0.7,https://www.sports-reference.com/cbb/schools/texas/men/2026.html
Eric Dibami,eric-dibami,Florida International,florida-international,C-USA,D1,UC Santa Barbara,uc-santa-barbara,2026-27,2025-26,D1,sports_reference_source_school_cache,,F,30,30,28.9,867.0,0.7224999999999999,9.3,7.4,1.4,1.4,1.4,1.6,0.527,0.0,0.521,0.527,0.5396935933147633,0.0,0.5652173913043478,16.8,0.531,16.7,1.0,1.5,2.5,0.118,0.6,https://www.sports-reference.com/cbb/schools/florida-international/men/2026.html
R.J. Smith,rj-smith2,DePaul,depaul,Big East,D1,UC Santa Barbara,uc-santa-barbara,2026-27,2025-26,D1,sports_reference_source_school_cache,,G,32,23,27.6,883.2,0.6900000000000001,6.6,2.4,2.4,0.6,0.3,1.1,0.366,0.308,0.75,0.461,0.4913639070875521,0.6229508196721312,0.22950819672131148,8.9,0.493,14.4,0.5,1.1,1.6,0.074,1.2,https://www.sports-reference.com/cbb/schools/depaul/men/2026.html
Viljami Vartiainen,viljami-vartiainen,Weber State,weber-state,Big Sky,D1,UC Santa Barbara,uc-santa-barbara,2026-27,2025-26,D1,sports_reference_source_school_cache,,F,26,23,30.0,780.0,0.75,12.8,3.2,1.0,0.8,0.1,0.7,0.463,0.422,0.784,0.618,0.6326611308817716,0.7263157894736842,0.14736842105263157,15.6,0.632,17.5,1.9,0.8,2.7,0.138,2.1,https://www.sports-reference.com/cbb/schools/weber-state/men/2026.html
Lathaniel Bastian,lathaniel-bastian,Angelo State,angelo-state,LSC,D2,Cal State Fullerton,cal-state-fullerton,2022-23,2021-22,D2,phase1_school_stats,Fr.,G,30,,21.666666666666668,650.0,0.5416666666666667,11.4,8.233333333333333,0.4,0.9333333333333333,1.4333333333333333,1.8333333333333333,0.61,0.0,0.609,0.6097560975609756,0.629973474801061,0.01951219512195122,0.7365853658536585,,,,,,,,,https://angelosports.com/sports/mens-basketball/roster/lathaniel-bastian/7071
Sydney Shipp,sydney-shipp,Occidental,occidental,SCIAC,D2,Cal State Fullerton,cal-state-fullerton,2023-24,2022-23,D2,phase1_school_stats,Sr.,G,25,,33.84,846.0,0.8460000000000001,13.28,4.16,4.28,1.88,0.56,3.0,0.433,0.315,0.62,0.47929936305732485,0.49404761904761907,0.2929936305732484,0.1592356687898089,,,,,,,,,https://oxyathletics.com/sports/mens-basketball/roster/sydney-shipp/7664
Chris Mitchell,chris-mitchell,Cal State San Bernardino,cal-state-san-bernardino,CCAA,D2,UC Santa Barbara,uc-santa-barbara,2024-25,2023-24,D2,phase1_school_stats,Jr.,G,35,,31.3,1095.5,0.7825,16.3,7.3,1.8,0.7,0.3,3.1,0.491,0.437,0.76,0.0,0.0,0.0,0.0,,,,,,,,,https://csusbathletics.com/sports/mens-basketball/roster/chris-mitchell/4103
