first_wcc_season,destination_school,destination_school_slug,player_name,player_key,class,position,height,weight,sports_reference_player_url,roster_cache_path,previous_team_roster_status,profile_cache_status,profile_prior_season,profile_prior_school,profile_prior_conf,profile_prior_level_guess,profile_transfer_candidate,candidate_action,audit_status
2023-24,Portland,portland,Noah Jordan,noah jordan,SR,F,6-8,200,https://www.sports-reference.com/cbb/players/noah-jordan-1.html,data/cache/sports_reference_wcc_schools/portland_2024.html,not_on_previous_roster,cached,2022-23,Did not play - non-major team,,D2,TRUE,find_source_stats_or_review,possible_transfer
2023-24,Portland,portland,Thomas Oosterbroek,thomas oosterbroek,JR,F,6-7,235,https://www.sports-reference.com/cbb/players/thomas-oosterbroek-1.html,data/cache/sports_reference_wcc_schools/portland_2024.html,not_on_previous_roster,cached,2022-23,Did not play - redshirt,,NO_STATS,TRUE,find_source_stats_or_review,possible_transfer
2023-24,Portland,portland,Tyler Harris,tyler harris,FR,G,6-8,190,https://www.sports-reference.com/cbb/players/tyler-harris-5.html,data/cache/sports_reference_wcc_schools/portland_2024.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2023-24,Portland,portland,Tyler Robertson,tyler robertson,SR,G,6-6,200,https://www.sports-reference.com/cbb/players/tyler-robertson-1.html,data/cache/sports_reference_wcc_schools/portland_2024.html,returning_same_roster,cached,2022-23,Portland,WCC,D1,FALSE,,returning_or_freshman
2023-24,Portland,portland,Vasilije Vucinic,vasilije vucinic,JR,F,6-10,225,https://www.sports-reference.com/cbb/players/vasilije-vucinic-1.html,data/cache/sports_reference_wcc_schools/portland_2024.html,returning_same_roster,cached,2022-23,Portland,WCC,D1,FALSE,,returning_or_freshman
2023-24,Portland,portland,Vukasin Masic,vukasin masic,SR,G,6-5,195,https://www.sports-reference.com/cbb/players/vukasin-masic-1.html,data/cache/sports_reference_wcc_schools/portland_2024.html,not_on_previous_roster,cached,2022-23,Did not play - transfer,,,TRUE,find_source_stats_or_review,possible_transfer
2023-24,Portland,portland,Yuto Yamanouchi,yuto yamanouchi,SO,C,6-10,225,https://www.sports-reference.com/cbb/players/yuto-yamanouchi-1.html,data/cache/sports_reference_wcc_schools/portland_2024.html,not_on_previous_roster,cached,2022-23,Lamar,Southland,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2024-25,Portland,portland,Austin Rapp,austin rapp,FR,F,6-10,230,https://www.sports-reference.com/cbb/players/austin-rapp-1.html,data/cache/sports_reference_wcc_schools/portland_2025.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2024-25,Portland,portland,Bol Dengdit,bol dengdit,SO,F,6-11,200,https://www.sports-reference.com/cbb/players/bol-dengdit-1.html,data/cache/sports_reference_wcc_schools/portland_2025.html,returning_same_roster,cached,2023-24,Portland,WCC,D1,FALSE,,returning_or_freshman
2024-25,Portland,portland,Chris Austin,chris austin,SR,G,6-4,205,https://www.sports-reference.com/cbb/players/chris-austin-1.html,data/cache/sports_reference_wcc_schools/portland_2025.html,returning_same_roster,cached,2023-24,Portland,WCC,D1,FALSE,,returning_or_freshman
2024-25,Portland,portland,Coleman Lemke,coleman lemke,JR,F,6-8,190,https://www.sports-reference.com/cbb/players/coleman-lemke-1.html,data/cache/sports_reference_wcc_schools/portland_2025.html,returning_same_roster,cached,2023-24,Portland,WCC,D1,FALSE,,returning_or_freshman
2024-25,Portland,portland,Jermaine Ballisager-Webb,jermaine ballisager webb,JR,C,7-0,240,https://www.sports-reference.com/cbb/players/jermaine-ballisager-webb-1.html,data/cache/sports_reference_wcc_schools/portland_2025.html,not_on_previous_roster,cached,2023-24,American,Patriot,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2024-25,Portland,portland,Jinup Doboul,jinup doboul,FR,G,6-8,180,https://www.sports-reference.com/cbb/players/jinup-doboul-1.html,data/cache/sports_reference_wcc_schools/portland_2025.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2024-25,Portland,portland,Jude Harris,jude harris,FR,G,6-5,205,https://www.sports-reference.com/cbb/players/jude-harris-1.html,data/cache/sports_reference_wcc_schools/portland_2025.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2024-25,Portland,portland,Kelson Gebbers,kelson gebbers,FR,G,6-7,200,https://www.sports-reference.com/cbb/players/kelson-gebbers-1.html,data/cache/sports_reference_wcc_schools/portland_2025.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2024-25,Portland,portland,Max Mackinnon,max mackinnon,JR,G,6-5,205,https://www.sports-reference.com/cbb/players/max-mackinnon-1.html,data/cache/sports_reference_wcc_schools/portland_2025.html,not_on_previous_roster,cached,2023-24,Elon,CAA,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2024-25,Portland,portland,Mezziah Oakman,mezziah oakman,JR,C,7-0,230,https://www.sports-reference.com/cbb/players/mezziah-oakman-1.html,data/cache/sports_reference_wcc_schools/portland_2025.html,not_on_previous_roster,cached,2023-24,UC Santa Barbara,Big West,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2024-25,Portland,portland,Mikah Ballew,mikah ballew,FR,G,6-5,200,https://www.sports-reference.com/cbb/players/mikah-ballew-1.html,data/cache/sports_reference_wcc_schools/portland_2025.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2024-25,Portland,portland,Todd Jones,todd jones,FR,F,6-9,205,https://www.sports-reference.com/cbb/players/todd-jones-4.html,data/cache/sports_reference_wcc_schools/portland_2025.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2024-25,Portland,portland,Vincent Delano,vincent delano,FR,G,6-2,175,https://www.sports-reference.com/cbb/players/vincent-delano-1.html,data/cache/sports_reference_wcc_schools/portland_2025.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2024-25,Portland,portland,Vukasin Masic,vukasin masic,SR,G,6-5,195,https://www.sports-reference.com/cbb/players/vukasin-masic-1.html,data/cache/sports_reference_wcc_schools/portland_2025.html,returning_same_roster,cached,2023-24,Portland,WCC,D1,FALSE,,returning_or_freshman
2025-26,Portland,portland,Cameron Williams,cameron williams,JR,F,6-8,220,https://www.sports-reference.com/cbb/players/cameron-williams-4.html,data/cache/sports_reference_wcc_schools/portland_2026.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2025-26,Portland,portland,Carlin Briggs,carlin briggs,SO,G,6-7,190,https://www.sports-reference.com/cbb/players/carlin-briggs-1.html,data/cache/sports_reference_wcc_schools/portland_2026.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2025-26,Portland,portland,Dante Censori-Hercules,dante censori hercules,FR,G,6-7,190,https://www.sports-reference.com/cbb/players/dante-censori-hercules-1.html,data/cache/sports_reference_wcc_schools/portland_2026.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2025-26,Portland,portland,Garrett Nuckolls,garrett nuckolls,JR,G,6-6,195,https://www.sports-reference.com/cbb/players/garrett-nuckolls-1.html,data/cache/sports_reference_wcc_schools/portland_2026.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2025-26,Portland,portland,James O'Donnell,james o donnell,SO,F,6-9,230,https://www.sports-reference.com/cbb/players/james-odonnell-2.html,data/cache/sports_reference_wcc_schools/portland_2026.html,not_on_previous_roster,cached,2024-25,San Francisco,WCC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2025-26,Portland,portland,Jermaine Ballisager-Webb,jermaine ballisager webb,SR,C,7-0,240,https://www.sports-reference.com/cbb/players/jermaine-ballisager-webb-1.html,data/cache/sports_reference_wcc_schools/portland_2026.html,returning_same_roster,cached,2024-25,Portland,WCC,D1,FALSE,,returning_or_freshman
2025-26,Portland,portland,Joel Foxwell,joel foxwell,FR,G,6-1,180,https://www.sports-reference.com/cbb/players/joel-foxwell-1.html,data/cache/sports_reference_wcc_schools/portland_2026.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2025-26,Portland,portland,Kelson Gebbers,kelson gebbers,SO,G,6-7,200,https://www.sports-reference.com/cbb/players/kelson-gebbers-1.html,data/cache/sports_reference_wcc_schools/portland_2026.html,returning_same_roster,cached,2024-25,Portland,WCC,D1,FALSE,,returning_or_freshman
2025-26,Portland,portland,Marchelo Moreira,marchelo moreira,JR,G,6-3,190,https://www.sports-reference.com/cbb/players/marchelo-moreira-1.html,data/cache/sports_reference_wcc_schools/portland_2026.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2025-26,Portland,portland,Matus Hronsky,matus hronsky,SR,F,6-8,205,https://www.sports-reference.com/cbb/players/matus-hronsky-1.html,data/cache/sports_reference_wcc_schools/portland_2026.html,not_on_previous_roster,cached,2024-25,Duquesne,A-10,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2025-26,Portland,portland,Mikah Ballew,mikah ballew,SO,G,6-5,200,https://www.sports-reference.com/cbb/players/mikah-ballew-1.html,data/cache/sports_reference_wcc_schools/portland_2026.html,returning_same_roster,cached,2024-25,Portland,WCC,D1,FALSE,,returning_or_freshman
2025-26,Portland,portland,NaVaughn Long,navaughn long,SO,G,6-6,180,https://www.sports-reference.com/cbb/players/navaughn-long-1.html,data/cache/sports_reference_wcc_schools/portland_2026.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2025-26,Portland,portland,Preston Lee,preston lee,SO,G,5-11,185,https://www.sports-reference.com/cbb/players/preston-lee-1.html,data/cache/sports_reference_wcc_schools/portland_2026.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2025-26,Portland,portland,Riley Parker,riley parker,SR,G,6-2,195,https://www.sports-reference.com/cbb/players/riley-parker-1.html,data/cache/sports_reference_wcc_schools/portland_2026.html,not_on_previous_roster,cached,2024-25,Saint Francis (PA),NEC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2025-26,Portland,portland,Samuel Noland,samuel noland,SR,G,6-1,,https://www.sports-reference.com/cbb/players/samuel-noland-1.html,data/cache/sports_reference_wcc_schools/portland_2026.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2025-26,Portland,portland,Timo George,timo george,FR,F,6-8,245,https://www.sports-reference.com/cbb/players/timo-george-1.html,data/cache/sports_reference_wcc_schools/portland_2026.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2021-22,Saint Mary's,saint-marys-ca,Alex Ducas,alex ducas,JR,G,6-6,215,https://www.sports-reference.com/cbb/players/alex-ducas-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2022.html,no_previous_team_cache,cached,2020-21,St. Mary's (CA),WCC,D1,FALSE,,needs_prior_roster_cache
2021-22,Saint Mary's,saint-marys-ca,Augustas Marciulionis,augustas marciulionis,FR,G,6-4,185,https://www.sports-reference.com/cbb/players/augustas-marciulionis-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2022.html,no_previous_team_cache,cached,,,,,FALSE,,needs_prior_roster_cache
2021-22,Saint Mary's,saint-marys-ca,Dan Fotu,dan fotu,SR,F,6-7,225,https://www.sports-reference.com/cbb/players/dan-fotu-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2022.html,no_previous_team_cache,not_cached,,,,,FALSE,,needs_prior_roster_cache
2021-22,Saint Mary's,saint-marys-ca,Jabe Mullins,jabe mullins,SO,G,6-5,190,https://www.sports-reference.com/cbb/players/jabe-mullins-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2022.html,no_previous_team_cache,not_cached,,,,,FALSE,,needs_prior_roster_cache
2021-22,Saint Mary's,saint-marys-ca,Judah Brown,judah brown,SO,F,6-6,205,https://www.sports-reference.com/cbb/players/judah-brown-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2022.html,no_previous_team_cache,not_cached,,,,,FALSE,,needs_prior_roster_cache
2021-22,Saint Mary's,saint-marys-ca,Kyle Bowen,kyle bowen,JR,F,6-8,225,https://www.sports-reference.com/cbb/players/kyle-bowen-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2022.html,no_previous_team_cache,cached,2020-21,St. Mary's (CA),WCC,D1,FALSE,,needs_prior_roster_cache
2021-22,Saint Mary's,saint-marys-ca,Leemet Bockler,leemet bockler,SO,G,6-6,215,https://www.sports-reference.com/cbb/players/leemet-bockler-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2022.html,no_previous_team_cache,not_cached,,,,,FALSE,,needs_prior_roster_cache
2021-22,Saint Mary's,saint-marys-ca,Logan Johnson,logan johnson,SR,G,6-2,170,https://www.sports-reference.com/cbb/players/logan-johnson-2.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2022.html,no_previous_team_cache,cached,2020-21,St. Mary's (CA),WCC,D1,FALSE,,needs_prior_roster_cache
2021-22,Saint Mary's,saint-marys-ca,Luke Barrett,luke barrett,FR,G,6-6,190,https://www.sports-reference.com/cbb/players/luke-barrett-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2022.html,no_previous_team_cache,cached,2020-21,St. Mary's (CA),WCC,D1,FALSE,,needs_prior_roster_cache
2021-22,Saint Mary's,saint-marys-ca,Matthias Tass,matthias tass,SR,F,6-10,245,https://www.sports-reference.com/cbb/players/matthias-tass-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2022.html,no_previous_team_cache,not_cached,,,,,FALSE,,needs_prior_roster_cache
2021-22,Saint Mary's,saint-marys-ca,Mitchell Saxen,mitchell saxen,SO,C,6-10,230,https://www.sports-reference.com/cbb/players/mitchell-saxen-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2022.html,no_previous_team_cache,cached,2020-21,St. Mary's (CA),WCC,D1,FALSE,,needs_prior_roster_cache
2021-22,Saint Mary's,saint-marys-ca,Quinn Clinton,quinn clinton,JR,G,6-3,185,https://www.sports-reference.com/cbb/players/quinn-clinton-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2022.html,no_previous_team_cache,not_cached,,,,,FALSE,,needs_prior_roster_cache
2021-22,Saint Mary's,saint-marys-ca,Tommy Kuhse,tommy kuhse,SR,G,6-2,185,https://www.sports-reference.com/cbb/players/tommy-kuhse-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2022.html,no_previous_team_cache,not_cached,,,,,FALSE,,needs_prior_roster_cache
2022-23,Saint Mary's,saint-marys-ca,Aidan Mahaney,aidan mahaney,FR,G,6-3,180,https://www.sports-reference.com/cbb/players/aidan-mahaney-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2023.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2022-23,Saint Mary's,saint-marys-ca,Alex Ducas,alex ducas,SR,G,6-6,215,https://www.sports-reference.com/cbb/players/alex-ducas-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2023.html,returning_same_roster,cached,2021-22,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2022-23,Saint Mary's,saint-marys-ca,Augustas Marciulionis,augustas marciulionis,SO,G,6-4,185,https://www.sports-reference.com/cbb/players/augustas-marciulionis-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2023.html,returning_same_roster,cached,2021-22,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2022-23,Saint Mary's,saint-marys-ca,Chris Howell,chris howell,FR,G,6-6,185,https://www.sports-reference.com/cbb/players/chris-howell-3.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2023.html,not_on_previous_roster,cached,2021-22,Did not play - redshirt,,NO_STATS,TRUE,find_source_stats_or_review,possible_transfer
2022-23,Saint Mary's,saint-marys-ca,Harry Wessels,harry wessels,FR,C,7-1,255,https://www.sports-reference.com/cbb/players/harry-wessels-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2023.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2022-23,Saint Mary's,saint-marys-ca,Joshua Jefferson,joshua jefferson,FR,F,6-8,220,https://www.sports-reference.com/cbb/players/joshua-jefferson-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2023.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2022-23,Saint Mary's,saint-marys-ca,Kyle Bowen,kyle bowen,SR,F,6-8,225,https://www.sports-reference.com/cbb/players/kyle-bowen-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2023.html,returning_same_roster,cached,2021-22,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2022-23,Saint Mary's,saint-marys-ca,Logan Johnson,logan johnson,SR,G,6-2,170,https://www.sports-reference.com/cbb/players/logan-johnson-2.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2023.html,returning_same_roster,cached,2021-22,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2022-23,Saint Mary's,saint-marys-ca,Luke Barrett,luke barrett,SO,G,6-6,190,https://www.sports-reference.com/cbb/players/luke-barrett-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2023.html,returning_same_roster,cached,2021-22,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2022-23,Saint Mary's,saint-marys-ca,Mitchell Saxen,mitchell saxen,JR,C,6-10,230,https://www.sports-reference.com/cbb/players/mitchell-saxen-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2023.html,returning_same_roster,cached,2021-22,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2023-24,Saint Mary's,saint-marys-ca,Aidan Mahaney,aidan mahaney,SO,G,6-3,180,https://www.sports-reference.com/cbb/players/aidan-mahaney-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2024.html,returning_same_roster,cached,2022-23,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2023-24,Saint Mary's,saint-marys-ca,Alex Ducas,alex ducas,SR,G,6-6,215,https://www.sports-reference.com/cbb/players/alex-ducas-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2024.html,returning_same_roster,cached,2022-23,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2023-24,Saint Mary's,saint-marys-ca,Augustas Marciulionis,augustas marciulionis,JR,G,6-4,185,https://www.sports-reference.com/cbb/players/augustas-marciulionis-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2024.html,returning_same_roster,cached,2022-23,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2023-24,Saint Mary's,saint-marys-ca,Cade Bennett,cade bennett,FR,G,6-0,170,https://www.sports-reference.com/cbb/players/cade-bennett-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2024.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2023-24,Saint Mary's,saint-marys-ca,Chris Howell,chris howell,SO,G,6-6,185,https://www.sports-reference.com/cbb/players/chris-howell-3.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2024.html,returning_same_roster,cached,2022-23,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2023-24,Saint Mary's,saint-marys-ca,Harry Wessels,harry wessels,SO,C,7-1,255,https://www.sports-reference.com/cbb/players/harry-wessels-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2024.html,returning_same_roster,cached,2022-23,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2023-24,Saint Mary's,saint-marys-ca,Jordan Ross,jordan ross,FR,G,6-3,175,https://www.sports-reference.com/cbb/players/jordan-ross-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2024.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2023-24,Saint Mary's,saint-marys-ca,Joshua Jefferson,joshua jefferson,SO,F,6-8,220,https://www.sports-reference.com/cbb/players/joshua-jefferson-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2024.html,returning_same_roster,cached,2022-23,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2023-24,Saint Mary's,saint-marys-ca,Kevin Gad,kevin gad,FR,F,6-6,195,https://www.sports-reference.com/cbb/players/kevin-gad-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2024.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2023-24,Saint Mary's,saint-marys-ca,Luke Barrett,luke barrett,JR,G,6-6,190,https://www.sports-reference.com/cbb/players/luke-barrett-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2024.html,returning_same_roster,cached,2022-23,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2023-24,Saint Mary's,saint-marys-ca,Mason Forbes,mason forbes,SR,F,6-8,205,https://www.sports-reference.com/cbb/players/mason-forbes-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2024.html,not_on_previous_roster,cached,2022-23,Did not play - redshirt,,NO_STATS,TRUE,find_source_stats_or_review,possible_transfer
2023-24,Saint Mary's,saint-marys-ca,Mitchell Saxen,mitchell saxen,SR,C,6-10,230,https://www.sports-reference.com/cbb/players/mitchell-saxen-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2024.html,returning_same_roster,cached,2022-23,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2023-24,Saint Mary's,saint-marys-ca,Rory Hawke,rory hawke,FR,G,6-5,190,https://www.sports-reference.com/cbb/players/rory-hawke-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2024.html,not_on_previous_roster,cached,2022-23,Did not play - redshirt,,NO_STATS,TRUE,find_source_stats_or_review,possible_transfer
2024-25,Saint Mary's,saint-marys-ca,Andrew McKeever,andrew mckeever,SO,C,7-1,255,https://www.sports-reference.com/cbb/players/andrew-mckeever-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2025.html,not_on_previous_roster,cached,2023-24,Did not play - redshirt,,NO_STATS,TRUE,find_source_stats_or_review,possible_transfer
2024-25,Saint Mary's,saint-marys-ca,Ashton Hardaway,ashton hardaway,SO,F,6-8,210,https://www.sports-reference.com/cbb/players/ashton-hardaway-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2025.html,not_on_previous_roster,cached,2023-24,Memphis,AAC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2024-25,Saint Mary's,saint-marys-ca,Augustas Marciulionis,augustas marciulionis,SR,G,6-4,185,https://www.sports-reference.com/cbb/players/augustas-marciulionis-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2025.html,returning_same_roster,cached,2023-24,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2024-25,Saint Mary's,saint-marys-ca,Cade Bennett,cade bennett,SO,G,6-0,170,https://www.sports-reference.com/cbb/players/cade-bennett-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2025.html,returning_same_roster,cached,2023-24,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2024-25,Saint Mary's,saint-marys-ca,Harry Wessels,harry wessels,JR,C,7-1,255,https://www.sports-reference.com/cbb/players/harry-wessels-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2025.html,returning_same_roster,cached,2023-24,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2024-25,Saint Mary's,saint-marys-ca,Jordan Ross,jordan ross,SO,G,6-3,175,https://www.sports-reference.com/cbb/players/jordan-ross-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2025.html,returning_same_roster,cached,2023-24,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2024-25,Saint Mary's,saint-marys-ca,Joshua Dent,joshua dent,FR,G,6-3,190,https://www.sports-reference.com/cbb/players/joshua-dent-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2025.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2024-25,Saint Mary's,saint-marys-ca,Kevin Gad,kevin gad,SO,F,6-6,195,https://www.sports-reference.com/cbb/players/kevin-gad-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2025.html,returning_same_roster,cached,2023-24,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2024-25,Saint Mary's,saint-marys-ca,Luke Barrett,luke barrett,SR,G,6-6,190,https://www.sports-reference.com/cbb/players/luke-barrett-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2025.html,returning_same_roster,cached,2023-24,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2024-25,Saint Mary's,saint-marys-ca,Mikey Lewis,mikey lewis,FR,G,6-3,180,https://www.sports-reference.com/cbb/players/mikey-lewis-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2025.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2024-25,Saint Mary's,saint-marys-ca,Mitchell Saxen,mitchell saxen,SR,C,6-10,230,https://www.sports-reference.com/cbb/players/mitchell-saxen-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2025.html,returning_same_roster,cached,2023-24,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2024-25,Saint Mary's,saint-marys-ca,Paulius Murauskas,paulius murauskas,SO,F,6-8,225,https://www.sports-reference.com/cbb/players/paulius-murauskas-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2025.html,not_on_previous_roster,cached,2023-24,Arizona,Pac-12,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2025-26,Saint Mary's,saint-marys-ca,Andrew McKeever,andrew mckeever,JR,C,7-1,255,https://www.sports-reference.com/cbb/players/andrew-mckeever-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2026.html,returning_same_roster,cached,2024-25,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2025-26,Saint Mary's,saint-marys-ca,Cade Bennett,cade bennett,JR,G,6-0,170,https://www.sports-reference.com/cbb/players/cade-bennett-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2026.html,returning_same_roster,cached,2024-25,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2025-26,Saint Mary's,saint-marys-ca,Dillan Shaw,dillan shaw,FR,G,6-7,205,https://www.sports-reference.com/cbb/players/dillan-shaw-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2026.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
2025-26,Saint Mary's,saint-marys-ca,Harry Wessels,harry wessels,SR,C,7-1,255,https://www.sports-reference.com/cbb/players/harry-wessels-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2026.html,returning_same_roster,cached,2024-25,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2025-26,Saint Mary's,saint-marys-ca,Jazz Gardner,jazz gardner,JR,C,7-0,225,https://www.sports-reference.com/cbb/players/jazz-gardner-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2026.html,not_on_previous_roster,cached,2024-25,Pacific,WCC,D1,TRUE,add_transfer_row_and_d1_source_stats,possible_transfer
2025-26,Saint Mary's,saint-marys-ca,Joshua Dent,joshua dent,SO,G,6-3,190,https://www.sports-reference.com/cbb/players/joshua-dent-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2026.html,returning_same_roster,cached,2024-25,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2025-26,Saint Mary's,saint-marys-ca,Kevin Gad,kevin gad,JR,F,6-6,195,https://www.sports-reference.com/cbb/players/kevin-gad-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2026.html,returning_same_roster,cached,2024-25,St. Mary's (CA),WCC,D1,FALSE,,returning_or_freshman
2025-26,Saint Mary's,saint-marys-ca,Liam Campbell,liam campbell,SO,G,6-4,200,https://www.sports-reference.com/cbb/players/liam-campbell-1.html,data/cache/sports_reference_wcc_schools/saint-marys-ca_2026.html,not_on_previous_roster,cached,,,,,FALSE,,returning_or_freshman
