target_conference,player_name,player_key,source_school,source_conference,source_level,destination_school,first_target_season,source_season,position,height,weight,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_spg,source_bpg,source_topg,source_fg_pct,source_fg3_pct,source_ft_pct,source_efg_pct,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_stl_per_40,source_blk_per_40,source_tov_per_40,target_games,target_games_started,target_mpg,target_minutes,target_minutes_share,target_ppg,target_rpg,target_apg,target_spg,target_bpg,target_topg,target_ts_pct,target_per,target_usg_pct,target_ws,target_ws_per_40,target_bpm,source_url,outcome_url
Mountain West,Ethan Anderson,ethan anderson,Southern California,Pac-12,D1,Wyoming,2022-23,2021-22,G,6-1,210,34,21.1,0.5275000000000001,4.4,2.3,2.2,0.5,0.3,0.9,0.391,0.321,0.364,0.444,8.34123222748815,4.360189573459715,4.170616113744075,0.947867298578199,0.5687203791469194,1.7061611374407581,21,17,24.9,522.9,0.6224999999999999,7.9,4.3,2.9,0.3,0.2,2.0,0.5538418395961862,14.0,19.8,0.9,0.069,-0.6,https://www.sports-reference.com/cbb/players/ethan-anderson-1.html,https://www.sports-reference.com/cbb/players/ethan-anderson-1.html
Mountain West,Jake Kyman,jake kyman,UCLA,Pac-12,D1,Wyoming,2022-23,2021-22,G,6-6,220,23,8.0,0.2,2.4,1.0,0.5,0.2,0.0,0.1,0.37,0.29,1.0,0.454,12.0,5.0,2.5,1.0,0.0,0.5,18,1,12.6,226.79999999999998,0.315,4.5,1.6,0.6,0.4,0.1,0.8,0.49169580419580416,11.3,23.0,0.2,0.035,-0.7,https://www.sports-reference.com/cbb/players/jake-kyman-1.html,https://www.sports-reference.com/cbb/players/jake-kyman-1.html
Mountain West,Max Agbonkpolo,max agbonkpolo,Southern California,Pac-12,D1,Wyoming,2022-23,2021-22,F,6-8,190,33,21.4,0.5349999999999999,7.7,3.5,0.7,0.5,0.5,1.3,0.455,0.286,0.714,0.517,14.392523364485982,6.542056074766355,1.3084112149532712,0.9345794392523366,0.9345794392523366,2.429906542056075,16,6,16.0,256.0,0.4,5.4,2.8,0.8,0.6,0.4,1.4,0.47038327526132406,11.5,24.3,0.1,0.016,-1.7,https://www.sports-reference.com/cbb/players/max-agbonkpolo-1.html,https://www.sports-reference.com/cbb/players/max-agbonkpolo-1.html
Mountain West,Oleg Kojenets,oleg kojenets,Nebraska,Big Ten,D1,Wyoming,2023-24,2022-23,F,7-0,223,18,3.5,0.0875,0.6,0.7,0.0,0.1,0.1,0.3,0.5,0.0,0.667,0.5,6.857142857142857,8.0,0.0,1.1428571428571428,1.1428571428571428,3.4285714285714284,28,0,9.5,266.0,0.2375,3.7,2.5,0.1,0.3,0.5,1.3,0.5396732788798133,13.4,25.7,0.2,0.025,-4.8,https://www.sports-reference.com/cbb/players/oleg-kojenets-2.html,https://www.sports-reference.com/cbb/players/oleg-kojenets-2.html
Mountain West,Sam Griffin,sam griffin,Tulsa,AAC,D1,Wyoming,2023-24,2022-23,G,6-3,180,26,29.1,0.7275,15.2,2.7,2.0,0.7,0.0,1.6,0.392,0.32,0.842,0.479,20.893470790378007,3.7113402061855667,2.7491408934707904,0.9621993127147765,0.0,2.199312714776632,32,32,34.4,1100.8,0.86,16.9,3.7,3.4,0.7,0.0,2.4,0.5724932249322493,17.7,26.0,3.1,0.114,2.1,https://www.sports-reference.com/cbb/players/sam-griffin-1.html,https://www.sports-reference.com/cbb/players/sam-griffin-1.html
Mountain West,A.J. Wills,a j wills,Holy Cross,Patriot,D1,Wyoming,2024-25,2023-24,G,6-2,165,22,15.9,0.3975,5.5,0.8,1.0,0.3,0.0,0.5,0.405,0.357,0.8,0.473,13.836477987421384,2.0125786163522013,2.5157232704402515,0.7547169811320754,0.0,1.2578616352201257,30,5,18.5,555.0,0.4625,4.8,0.9,1.6,0.3,0.1,1.1,0.5352363960749331,7.6,16.2,0.6,0.045,-3.4,https://www.sports-reference.com/cbb/players/aj-wills-1.html,https://www.sports-reference.com/cbb/players/aj-wills-1.html
Mountain West,Cole Henry,cole henry,Northern Iowa,MVC,D1,Wyoming,2024-25,2023-24,F,6-9,235,32,11.2,0.27999999999999997,3.0,1.8,1.4,0.1,0.3,1.1,0.612,0.0,0.565,0.612,10.714285714285715,6.428571428571429,5.0,0.35714285714285715,1.0714285714285714,3.928571428571429,31,27,18.9,585.9,0.4725,6.3,3.7,1.4,0.3,0.3,1.3,0.5633047210300429,14.2,19.4,1.2,0.084,-0.3,https://www.sports-reference.com/cbb/players/cole-henry-1.html,https://www.sports-reference.com/cbb/players/cole-henry-1.html
Mountain West,Dontaie Allen,dontaie allen,Western Kentucky,CUSA,D1,Wyoming,2024-25,2023-24,G,6-6,198,33,20.8,0.52,8.2,3.0,0.6,0.7,0.4,1.1,0.405,0.4,0.712,0.532,15.769230769230768,5.769230769230769,1.1538461538461537,1.346153846153846,0.7692307692307692,2.1153846153846154,32,17,24.0,768.0,0.6,7.8,3.3,1.0,0.4,0.3,1.2,0.5020597322348095,10.4,19.6,1.3,0.066,0.5,https://www.sports-reference.com/cbb/players/dontaie-allen-1.html,https://www.sports-reference.com/cbb/players/dontaie-allen-1.html
Mountain West,Jordan Nesbitt,jordan nesbitt,Hampton,CAA,D1,Wyoming,2024-25,2023-24,G,6-6,185,25,30.3,0.7575000000000001,10.2,4.9,4.3,0.8,0.8,2.6,0.336,0.247,0.697,0.375,13.465346534653465,6.468646864686469,5.676567656765677,1.056105610561056,1.056105610561056,3.432343234323432,32,26,28.0,896.0,0.7,8.6,6.9,1.8,0.7,0.3,2.1,0.4458730817088345,10.3,22.3,1.0,0.043,-2.3,https://www.sports-reference.com/cbb/players/jordan-nesbitt-1.html,https://www.sports-reference.com/cbb/players/jordan-nesbitt-1.html
Mountain West,Matija Belic,matija belic,UC Santa Barbara,Big West,D1,Wyoming,2024-25,2023-24,G,6-7,205,29,15.1,0.3775,3.9,2.4,0.9,0.2,0.3,0.6,0.44,0.268,0.733,0.5,10.331125827814569,6.357615894039736,2.384105960264901,0.5298013245033113,0.794701986754967,1.589403973509934,22,16,23.7,521.4,0.5925,5.6,3.1,0.9,0.5,0.5,1.0,0.4697986577181208,8.4,15.7,0.6,0.044,-2.2,https://www.sports-reference.com/cbb/players/matija-belic-1.html,https://www.sports-reference.com/cbb/players/matija-belic-1.html
Mountain West,Scottie Ebube,scottie ebube,Southern Illinois,MVC,D1,Wyoming,2024-25,2023-24,C,6-10,265,31,11.5,0.2875,6.0,3.6,0.3,0.5,0.6,0.8,0.69,0.0,0.386,0.69,20.869565217391305,12.521739130434783,1.0434782608695652,1.7391304347826086,2.0869565217391304,2.782608695652174,23,0,10.4,239.20000000000002,0.26,5.0,2.7,0.3,0.3,0.3,1.4,0.6332320162107395,17.4,27.4,0.4,0.07,-3.5,https://www.sports-reference.com/cbb/players/scottie-ebube-1.html,https://www.sports-reference.com/cbb/players/scottie-ebube-1.html
Mountain West,Touko Tainamo,touko tainamo,Denver,Summit,D1,Wyoming,2024-25,2023-24,F,6-9,210,34,29.5,0.7375,15.2,7.7,0.6,0.4,0.6,1.2,0.467,0.343,0.728,0.512,20.610169491525422,10.440677966101696,0.8135593220338984,0.5423728813559322,0.8135593220338984,1.6271186440677967,28,5,15.5,434.0,0.3875,5.6,2.9,0.7,0.4,0.3,0.5,0.4629629629629629,14.5,22.6,0.9,0.083,0.3,https://www.sports-reference.com/cbb/players/touko-tainamo-1.html,https://www.sports-reference.com/cbb/players/touko-tainamo-1.html
Mountain West,Damarion Dennis,damarion dennis,Texas A&M–Corpus Christi,Southland,D1,Wyoming,2025-26,2024-25,G,6-1,168,34,17.9,0.44749999999999995,6.7,1.9,1.3,0.8,0.4,0.5,0.483,0.387,0.794,0.565,14.972067039106147,4.245810055865922,2.905027932960894,1.787709497206704,0.893854748603352,1.11731843575419,32,19,23.9,764.8,0.5974999999999999,11.2,3.2,1.3,0.8,0.3,0.6,0.6283662477558347,20.8,20.0,3.4,0.176,6.8,https://www.sports-reference.com/cbb/players/damarion-dennis-1.html,https://www.sports-reference.com/cbb/players/damarion-dennis-1.html
Mountain West,Jared Harris,jared harris,Memphis,AAC,D1,Wyoming,2025-26,2024-25,G,6-2,160,16,3.1,0.0775,0.4,0.3,0.1,0.1,0.0,0.4,0.6,0.5,0.0,0.7,5.161290322580645,3.8709677419354835,1.2903225806451613,1.2903225806451613,0.0,5.161290322580645,12,0,9.8,117.60000000000001,0.24500000000000002,4.0,2.4,0.3,0.7,0.0,0.3,0.5197505197505198,18.6,21.0,0.5,0.161,2.8,https://www.sports-reference.com/cbb/players/jared-harris-1.html,https://www.sports-reference.com/cbb/players/jared-harris-1.html
Mountain West,Khaden Bennett,khaden bennett,Quinnipiac,MAAC,D1,Wyoming,2025-26,2024-25,G,6-4,185,33,24.5,0.6125,10.3,4.3,1.6,1.3,0.3,1.4,0.404,0.345,0.779,0.477,16.816326530612244,7.020408163265306,2.6122448979591835,2.122448979591837,0.4897959183673469,2.2857142857142856,33,32,28.2,930.6,0.705,10.2,4.9,2.8,1.5,0.1,1.3,0.5599472990777338,17.1,18.6,3.4,0.146,4.7,https://www.sports-reference.com/cbb/players/khaden-bennett-1.html,https://www.sports-reference.com/cbb/players/khaden-bennett-1.html
Mountain West,Leland Walker,leland walker,Florida Atlantic,AAC,D1,Wyoming,2025-26,2024-25,G,6-1,185,33,28.5,0.7125,9.2,2.7,4.5,1.1,0.1,2.4,0.373,0.296,0.767,0.429,12.912280701754385,3.789473684210526,6.315789473684211,1.543859649122807,0.14035087719298245,3.3684210526315788,33,32,28.7,947.1,0.7175,13.5,3.0,3.8,0.8,0.2,2.3,0.5208333333333334,15.7,26.8,2.5,0.104,2.2,https://www.sports-reference.com/cbb/players/leland-walker-1.html,https://www.sports-reference.com/cbb/players/leland-walker-1.html
