player_name,player_slug,destination_school,destination_school_slug,destination_conference,destination_level,source_school,source_school_slug,source_conference,source_level,transfer_year,first_big_west_season,commit_date,signed_date,enrolled_date,target_event_type,target_event_date,source_event_type,source_event_date,pathway_type,position,height,weight,class,hs_grad_year,juco_flag,redshirt_flag,model_training_window,phase1_d2_transfer_match,phase1_model_training_eligible,phase1_review_status,source_url
Noah Williams,noah-williams2,Cal State Northridge,cal-state-northridge,Big West,D1,Barton Community College,barton-community-college,,JUCO,2023,2023-24,,2023-11-15,,SIGNING,2023-11-15,ALL_SCHOOLS_ATTENDED,,juco_big_west,Power Forward,80,215,COLLEGE_FRESHMAN,2024,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/noah-williams2
P.J. Fuller II,pj-fuller,Cal State Northridge,cal-state-northridge,Big West,D1,Washington,washington,PAC 12,D1,2023,2023-24,,2024-05-01,2024-09-20,SIGNING,2024-05-01,TRANSFER,2021-05-18,d1_big_west,Point Guard,76,175,INELIGIBLE,2019,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/pj-fuller
Quincy McGriff,quincy-mcgriff,Cal State Northridge,cal-state-northridge,Big West,D1,Duquesne,duquesne,Atlantic 10,D1,2023,2023-24,,,2023-06-11,ENROLLMENT,2023-06-11,TRANSFER,2022-03-21,d1_big_west,Shooting Guard,78,200,COLLEGE_SENIOR,2020,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/quincy-mcgriff
Justin McKoy,justin-mckoy,Hawaii,hawaii,Big West,D1,North Carolina,north-carolina,ACC,D1,2023,2023-24,,,2023-04-05,ENROLLMENT,2023-04-05,TRANSFER,2021-04-10,d1_big_west,Power Forward,80,220,INELIGIBLE,2019,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/justin-mckoy
Matthue Cotton,matthue-cotton,Hawaii,hawaii,Big West,D1,Yale,yale,Ivy,D1,2023,2023-24,,,2023-02-19,ENROLLMENT,2023-02-19,TRANSFER,2017-07-15,d1_big_west,Shooting Guard,77,200,INELIGIBLE,2018,FALSE,TRUE,TRUE,FALSE,,,https://www.verbalcommits.com/players/matthue-cotton
Austin Johnson,austin-johnson2,Long Beach State,long-beach-state,Big West,D1,North Carolina A&T,north-carolina-a-t,Colonial,D1,2023,2023-24,,,2024-05-21,ENROLLMENT,2024-05-21,TRANSFER,2022-05-02,d1_big_west,Power Forward,81,235,INELIGIBLE,2019,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/austin-johnson2
Isa Silva,isael-silva,Long Beach State,long-beach-state,Big West,D1,Stanford,stanford,PAC 12,D1,2023,2023-24,,,2023-05-03,ENROLLMENT,2023-05-03,TRANSFER,2019-06-09,d1_big_west,Point Guard,76,190,COLLEGE_SENIOR,2021,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/isael-silva
Messiah Thompson,messiah-thompson,Long Beach State,long-beach-state,Big West,D1,Alabama A&M,alabama-a-m,SWAC,D1,2023,2023-24,,,2023-05-13,ENROLLMENT,2023-05-13,TRANSFER,2022-06-13,d1_big_west,Point Guard,68,170,INELIGIBLE,2019,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/messiah-thompson
Drew Carter,drew-carter,UC Davis,uc-davis,Big West,D1,Colorado,colorado,PAC 12,D1,2023,2023-24,,,2023-07-07,ENROLLMENT,2023-07-07,TRANSFER,2020-07-26,d1_big_west,Shooting Guard,75,195,COLLEGE_SENIOR,2021,FALSE,TRUE,TRUE,FALSE,,,https://www.verbalcommits.com/players/drew-carter
Marsalis Roberson,marsalis-roberson,UC Davis,uc-davis,Big West,D1,California,california,PAC 12,D1,2023,2023-24,,,2023-05-26,ENROLLMENT,2023-05-26,TRANSFER,2020-06-07,d1_big_west,Shooting Guard,78,200,COLLEGE_SENIOR,2021,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/marsalis-roberson
Ben Griscti,benjamin-griscti,UC Riverside,uc-riverside,Big West,D1,Incarnate Word,incarnate-word,Southland,D1,2023,2023-24,,,2023-04-30,ENROLLMENT,2023-04-30,TRANSFER,2021-04-21,d1_big_west,Power Forward,83,220,INELIGIBLE,2021,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/benjamin-griscti
Chip Brunt,chris-brunt,UC Riverside,uc-riverside,Big West,D1,Gulf Coast State College,gulf-coast-state-college2,,JUCO,2023,2023-24,,,2023-06-30,ENROLLMENT,2023-06-30,ALL_SCHOOLS_ATTENDED,,juco_big_west,Shooting Guard,77,165,COLLEGE_JUNIOR,2023,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/chris-brunt
Clancy Bird,clancy-bird,UC Riverside,uc-riverside,Big West,D1,Seattle,seattle,WAC,D1,2023,2023-24,,,2023-09-06,ENROLLMENT,2023-09-06,TRANSFER,2021-01-19,d1_big_west,Power Forward,81,200,COLLEGE_SENIOR,2021,FALSE,TRUE,TRUE,FALSE,,,https://www.verbalcommits.com/players/clancy-bird
Gavin Davis,gavin-davis,UC Riverside,uc-riverside,Big West,D1,West Los Angeles College,west-los-angeles-college,,JUCO,2023,2023-24,,,2023-03-27,ENROLLMENT,2023-03-27,ALL_SCHOOLS_ATTENDED,,juco_big_west,Shooting Guard,78,180,COLLEGE_SENIOR,2020,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/gavin-davis
Aniwaniwa Tait-Jones,aniwaniwa-tait-jones,UC San Diego,uc-san-diego,Big West,D1,Hawaii–Hilo,hawaii–hilo,PacWest,D2,2023,2023-24,,,2023-05-07,ENROLLMENT,2023-05-07,TRANSFER,2020-07-18,d2_big_west,Small Forward,78,205,INELIGIBLE,2020,FALSE,FALSE,TRUE,TRUE,TRUE,auto_include,https://www.verbalcommits.com/players/aniwaniwa-tait-jones
Hayden Gray,hayden-gray,UC San Diego,uc-san-diego,Big West,D1,Azusa Pacific,azusa-pacific,PacWest,D2,2023,2023-24,,,2023-06-22,ENROLLMENT,2023-06-22,TRANSFER,2021-01-26,d2_big_west,Point Guard,76,185,INELIGIBLE,2021,FALSE,FALSE,TRUE,TRUE,TRUE,auto_include,https://www.verbalcommits.com/players/hayden-gray
Tyler McGhie,tyler-mcghie,UC San Diego,uc-san-diego,Big West,D1,Southern Nazarene,southern-nazarene,GAC,D2,2023,2023-24,,,2023-05-14,ENROLLMENT,2023-05-14,TRANSFER,2021-05-24,d2_big_west,Shooting Guard,77,190,INELIGIBLE,2020,FALSE,FALSE,TRUE,TRUE,TRUE,auto_include,https://www.verbalcommits.com/players/tyler-mcghie
Ben Shtolzberg,ben-shtolzberg,UC Santa Barbara,uc-santa-barbara,Big West,D1,Creighton,creighton,Big East,D1,2023,2023-24,,,2023-04-12,ENROLLMENT,2023-04-12,TRANSFER,2021-05-28,d1_big_west,Point Guard,76,196,COLLEGE_SENIOR,2022,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/ben-shtolzberg
Yohan Traore,yohan-traore,UC Santa Barbara,uc-santa-barbara,Big West,D1,Auburn,auburn,SEC,D1,2023,2023-24,,,2023-04-21,ENROLLMENT,2023-04-21,TRANSFER,2022-04-01,d1_big_west,Power Forward,83,225,COLLEGE_SENIOR,2022,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/yohan-traore
Ethan Menzies,ethan-menzies,Cal Poly,cal-poly,Big West,D1,Colorado Mesa,colorado-mesa,RMAC,D2,2024,2024-25,,2024-05-29,2024-09-20,SIGNING,2024-05-29,TRANSFER,2024-03-26,d2_big_west,Power Forward,79,215,INELIGIBLE,2019,FALSE,TRUE,TRUE,TRUE,TRUE,auto_include,https://www.verbalcommits.com/players/ethan-menzies
Guzmán Vasilić,guzmn-vasili,Cal Poly,cal-poly,Big West,D1,Southeastern Oklahoma State,southeastern-oklahoma-state,GAC,D2,2024,2024-25,2024-05-03,2024-08-20,2024-09-20,COMMITMENT,2024-05-03,TRANSFER,2024-04-10,d2_big_west,Shooting Guard,76,200,COLLEGE_SOPHOMORE,2023,FALSE,FALSE,TRUE,TRUE,TRUE,auto_include,https://www.verbalcommits.com/players/guzmn-vasili
Isaac Jessup,isaac-jessup,Cal Poly,cal-poly,Big West,D1,Colorado Mesa,colorado-mesa,RMAC,D2,2024,2024-25,,2024-06-05,2024-09-20,SIGNING,2024-06-05,TRANSFER,2024-03-27,d2_big_west,Shooting Guard,74,194,INELIGIBLE,2020,FALSE,FALSE,TRUE,TRUE,TRUE,auto_include,https://www.verbalcommits.com/players/isaac-jessup
Kieran Elliott,kieran-elliott,Cal Poly,cal-poly,Big West,D1,West Texas A&M,west-texas-a-m,LSC,D2,2024,2024-25,2024-05-07,2024-08-20,2024-09-20,COMMITMENT,2024-05-07,TRANSFER,2024-04-09,d2_big_west,Power Forward,79,0,COLLEGE_JUNIOR,2023,FALSE,FALSE,TRUE,TRUE,TRUE,auto_include,https://www.verbalcommits.com/players/kieran-elliott
Luka Tarlać,luka-tarla,Cal Poly,cal-poly,Big West,D1,Utah,utah,PAC 12,D1,2024,2024-25,,2024-06-25,2024-09-20,SIGNING,2024-06-25,TRANSFER,2024-04-12,d1_big_west,Shooting Guard,79,211,COLLEGE_SENIOR,2022,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/luka-tarla
Mac Riniker,mac-riniker,Cal Poly,cal-poly,Big West,D1,Colorado Mesa,colorado-mesa,RMAC,D2,2024,2024-25,,2024-06-14,2024-09-20,SIGNING,2024-06-14,TRANSFER,2024-03-27,d2_big_west,Shooting Guard,77,210,INELIGIBLE,2019,FALSE,TRUE,TRUE,TRUE,TRUE,auto_include,https://www.verbalcommits.com/players/mac-riniker
Owen Koonce,owen-koonce,Cal Poly,cal-poly,Big West,D1,Colorado Mesa,colorado-mesa,RMAC,D2,2024,2024-25,,2024-06-04,2024-09-20,SIGNING,2024-06-04,TRANSFER,2024-03-27,d2_big_west,Shooting Guard,77,195,INELIGIBLE,2020,FALSE,FALSE,TRUE,TRUE,TRUE,auto_include,https://www.verbalcommits.com/players/owen-koonce
Dylan Purnell,dylan-purnell,Cal State Bakersfield,cal-state-bakersfield,Big West,D1,South Plains College,south-plains-college2,,JUCO,2024,2024-25,2024-10-24,2024-11-14,,COMMITMENT,2024-10-24,ENROLLMENT,2024-09-01,juco_big_west,Shooting Guard,77,0,COLLEGE_SOPHOMORE,2024,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/dylan-purnell
Gloire Goma,gloire-goma,Cal State Bakersfield,cal-state-bakersfield,Big West,D1,Clarendon College,clarendon-college,,JUCO,2024,2024-25,2024-04-27,2024-05-03,2024-09-20,COMMITMENT,2024-04-27,ALL_SCHOOLS_ATTENDED,,juco_big_west,Small Forward,79,0,COLLEGE_JUNIOR,2023,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/gloire-goma
Jemel Jones,jemel-jones,Cal State Bakersfield,cal-state-bakersfield,Big West,D1,South Suburban College,south-suburban-college,,JUCO,2024,2024-25,,2024-05-08,2024-09-20,SIGNING,2024-05-08,ENROLLMENT,2023-09-09,juco_big_west,Shooting Guard,76,165,COLLEGE_SENIOR,2021,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/jemel-jones
Marvin McGhee IV,marvin-mcghee-iv,Cal State Bakersfield,cal-state-bakersfield,Big West,D1,Bishop State Community College,bishop-state-community-college,,JUCO,2024,2024-25,2024-05-03,2024-08-20,2024-09-20,COMMITMENT,2024-05-03,ALL_SCHOOLS_ATTENDED,,juco_big_west,Shooting Guard,79,200,COLLEGE_JUNIOR,2023,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/marvin-mcghee-iv
Shakiru Odunewu,shakiru-odunewu,Cal State Bakersfield,cal-state-bakersfield,Big West,D1,West Valley College,west-valley-college,,JUCO,2024,2024-25,2024-04-18,2024-08-20,2024-09-20,COMMITMENT,2024-04-18,ENROLLMENT,2023-09-19,juco_big_west,Center,83,255,COLLEGE_JUNIOR,2021,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/shakiru-odunewu
Freddie Cooper,freddie-cooper,Cal State Fullerton,cal-state-fullerton,Big West,D1,Moberly Area Community College,moberly-area-community-college2,,JUCO,2024,2024-25,2024-05-06,2024-05-15,2024-09-20,COMMITMENT,2024-05-06,ENROLLMENT,2022-09-01,juco_big_west,Shooting Guard,74,180,COLLEGE_SENIOR,2022,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/freddie-cooper
Kaleb Brown,kaleb-brown,Cal State Fullerton,cal-state-fullerton,Big West,D1,Missouri,missouri,SEC,D1,2024,2024-25,2024-06-03,2024-08-20,2024-09-20,COMMITMENT,2024-06-03,TRANSFER,2024-04-23,d1_big_west,Point Guard,79,245,COLLEGE_SENIOR,2021,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/kaleb-brown
Kobe Young,kobe-young,Cal State Fullerton,cal-state-fullerton,Big West,D1,Boise State,boise-state,Mountain West,D1,2024,2024-25,2024-04-30,2024-08-20,2024-09-20,COMMITMENT,2024-04-30,TRANSFER,2024-04-02,d1_big_west,Shooting Guard,78,204,COLLEGE_SENIOR,2021,FALSE,TRUE,TRUE,FALSE,,,https://www.verbalcommits.com/players/kobe-young
Yesan Warren,yesan-warren,Cal State Fullerton,cal-state-fullerton,Big West,D1,Frank Phillips College,frank-phillips-college2,,JUCO,2024,2024-25,2024-10-27,2024-11-20,,COMMITMENT,2024-10-27,ENROLLMENT,2024-05-13,juco_big_west,Point Guard,75,185,COLLEGE_SOPHOMORE,2024,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/yesan-warren
Zion Richardson,zion-richardson,Cal State Fullerton,cal-state-fullerton,Big West,D1,Quincy,quincy,GLVC,D2,2024,2024-25,2024-05-10,,,COMMITMENT,2024-05-10,TRANSFER,2024-03-08,d2_big_west,Shooting Guard,76,208,INELIGIBLE,2019,TRUE,FALSE,TRUE,TRUE,TRUE,reviewed_include,https://www.verbalcommits.com/players/zion-richardson
Festus Ndumanya,festus-ndumanya,Cal State Northridge,cal-state-northridge,Big West,D1,Southern,southern,SWAC,D1,2024,2024-25,,2024-07-18,2024-09-11,SIGNING,2024-07-18,TRANSFER,2024-04-02,d1_big_west,Power Forward,79,225,INELIGIBLE,2019,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/festus-ndumanya
Grady Lewis,grady-lewis,Cal State Northridge,cal-state-northridge,Big West,D1,Cal State East Bay,cal-state-east-bay,CCAA,D2,2024,2024-25,2024-04-20,2024-04-23,2024-09-20,COMMITMENT,2024-04-20,TRANSFER,2024-03-14,d2_big_west,Center,81,225,COLLEGE_SENIOR,2021,FALSE,TRUE,TRUE,TRUE,TRUE,auto_include,https://www.verbalcommits.com/players/grady-lewis
Judson Martindale,judson-martindale,Cal State Northridge,cal-state-northridge,Big West,D1,Pacific,pacific,West Coast,D1,2024,2024-25,,2024-05-02,2024-09-20,SIGNING,2024-05-02,TRANSFER,2024-03-18,d1_big_west,Shooting Guard,79,210,INELIGIBLE,2020,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/judson-martindale
"Marcus Adams, Jr.",marcus-adams-jr,Cal State Northridge,cal-state-northridge,Big West,D1,Brigham Young,brigham-young,Big XII,D1,2024,2024-25,2024-05-10,2024-08-20,2024-09-20,COMMITMENT,2024-05-10,TRANSFER,2024-03-25,d1_big_west,Small Forward,80,195,COLLEGE_SOPHOMORE,2023,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/marcus-adams-jr
Scotty Washington,scotty-washington,Cal State Northridge,cal-state-northridge,Big West,D1,California Baptist,california-baptist,WAC,D1,2024,2024-25,2024-04-17,2024-04-22,2024-09-20,COMMITMENT,2024-04-17,TRANSFER,2024-03-18,d1_big_west,Shooting Guard,76,180,COLLEGE_SENIOR,2021,FALSE,TRUE,TRUE,FALSE,,,https://www.verbalcommits.com/players/scotty-washington
Tyler Beard,tyler-beard,Cal State Northridge,cal-state-northridge,Big West,D1,Pacific,pacific,West Coast,D1,2024,2024-25,,2024-04-30,2024-09-20,SIGNING,2024-04-30,TRANSFER,2024-03-20,d1_big_west,Point Guard,74,180,INELIGIBLE,2021,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/tyler-beard
Gytis Nemeikša,gytis-nemeika,Hawaii,hawaii,Big West,D1,Xavier,xavier,Big East,D1,2024,2024-25,2024-06-28,2024-08-20,2024-09-20,COMMITMENT,2024-06-28,TRANSFER,2024-03-26,d1_big_west,Small Forward,79,203,COLLEGE_JUNIOR,2023,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/gytis-nemeika
Jerome Palm,jerome-palm,Hawaii,hawaii,Big West,D1,Valparaiso,valparaiso,Missouri Valley,D1,2024,2024-25,2024-08-01,2024-08-20,2024-09-20,COMMITMENT,2024-08-01,TRANSFER,2024-04-30,d1_big_west,Power Forward,82,220,COLLEGE_SENIOR,2020,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/jerome-palm
Marcus Greene,marcus-greene2,Hawaii,hawaii,Big West,D1,Houston Christian,houston-christian,Southland,D1,2024,2024-25,2024-05-02,,,COMMITMENT,2024-05-02,TRANSFER,2024-03-08,d1_big_west,Point Guard,74,185,COLLEGE_SENIOR,2021,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/marcus-greene2
Tanner Christensen,tanner-christensen,Hawaii,hawaii,Big West,D1,Utah Tech,utah-tech,WAC,D1,2024,2024-25,2024-04-01,2024-08-20,2024-09-20,COMMITMENT,2024-04-01,TRANSFER,2024-03-18,d1_big_west,Center,82,260,INELIGIBLE,2020,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/tanner-christensen
Cam Denson,cam-denson,Long Beach State,long-beach-state,Big West,D1,Pacific,pacific,West Coast,D1,2024,2024-25,2024-05-08,2024-08-20,2024-09-20,COMMITMENT,2024-05-08,TRANSFER,2024-03-20,d1_big_west,Shooting Guard,79,210,COLLEGE_SENIOR,2020,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/cam-denson
Christian Richardson,christian-richardson,Long Beach State,long-beach-state,Big West,D1,Butler Community College,butler-community-college,,JUCO,2024,2024-25,2024-05-04,2024-08-20,2024-09-20,COMMITMENT,2024-05-04,ALL_SCHOOLS_ATTENDED,,juco_big_west,Center,84,225,COLLEGE_SENIOR,2022,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/christian-richardson
"Cory Curtis, Jr.",cory-curtis-jr,Long Beach State,long-beach-state,Big West,D1,Independence Community College,independence-community-college2,,JUCO,2024,2024-25,2024-06-14,2024-08-20,2024-09-20,COMMITMENT,2024-06-14,ENROLLMENT,2023-09-01,juco_big_west,Shooting Guard,76,175,COLLEGE_JUNIOR,2022,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/cory-curtis-jr
Derrick Michael Xzavierro,derrick-michael-xzavierro,Long Beach State,long-beach-state,Big West,D1,GCU,gcu,WAC,D1,2024,2024-25,2024-04-27,2024-08-20,2024-09-20,COMMITMENT,2024-04-27,TRANSFER,2024-04-05,d1_big_west,Small Forward,82,220,COLLEGE_JUNIOR,2022,FALSE,TRUE,TRUE,FALSE,,,https://www.verbalcommits.com/players/derrick-michael-xzavierro
Devin Askew,devin-askew,Long Beach State,long-beach-state,Big West,D1,California,california,PAC 12,D1,2024,2024-25,2024-04-27,2024-08-20,2024-09-20,COMMITMENT,2024-04-27,TRANSFER,2024-03-18,d1_big_west,Point Guard,77,195,COLLEGE_SENIOR,2020,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/devin-askew
"Ramel Lloyd, Jr.",ramel-lloyd-jr,Long Beach State,long-beach-state,Big West,D1,Nebraska,nebraska,Big Ten,D1,2024,2024-25,2024-05-02,2024-08-20,2024-09-20,COMMITMENT,2024-05-02,TRANSFER,2024-03-25,d1_big_west,Point Guard,78,190,COLLEGE_JUNIOR,2022,FALSE,TRUE,TRUE,FALSE,,,https://www.verbalcommits.com/players/ramel-lloyd-jr
T.J. Wainwright,tj-wainwright,Long Beach State,long-beach-state,Big West,D1,Robert Morris,robert-morris,Horizon,D1,2024,2024-25,2024-05-07,2024-08-20,2024-09-20,COMMITMENT,2024-05-07,TRANSFER,2024-04-16,d1_big_west,Shooting Guard,75,180,COLLEGE_SENIOR,2022,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/tj-wainwright
"Carl Daughtery, Jr.",carl-daughtery-jr,UC Davis,uc-davis,Big West,D1,Central Arkansas,central-arkansas,ASUN,D1,2024,2024-25,2024-06-14,2024-08-20,2024-09-20,COMMITMENT,2024-06-14,TRANSFER,2024-03-25,d1_big_west,Shooting Guard,75,170,COLLEGE_SENIOR,2022,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/carl-daughtery-jr
Derek Sangster,derek-sangster,UC Davis,uc-davis,Big West,D1,Princeton,princeton,Ivy,D1,2024,2024-25,,2024-08-01,2024-09-20,SIGNING,2024-08-01,TRANSFER,2024-04-19,d1_big_west,Small Forward,79,0,COLLEGE_JUNIOR,2023,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/derek-sangster
Jamaal Unuakhalu,jamal-unuakhalu,UC Davis,uc-davis,Big West,D1,Moorpark College,moorpark-college,,JUCO,2024,2024-25,2024-05-22,2024-08-20,2024-09-20,COMMITMENT,2024-05-22,ENROLLMENT,2022-09-01,juco_big_west,Power Forward,79,0,COLLEGE_SENIOR,2022,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/jamal-unuakhalu
Nils Cooper,nils-cooper,UC Davis,uc-davis,Big West,D1,Pepperdine,pepperdine,West Coast,D1,2024,2024-25,,2024-04-23,2024-09-20,SIGNING,2024-04-23,TRANSFER,2024-03-14,d1_big_west,Shooting Guard,77,180,COLLEGE_JUNIOR,2023,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/nils-cooper
Kyle Evans,kyle-evans,UC Irvine,uc-irvine,Big West,D1,Colorado State,colorado-state,Mountain West,D1,2024,2024-25,2024-04-25,2024-08-20,2024-09-20,COMMITMENT,2024-04-25,TRANSFER,2024-04-12,d1_big_west,Power Forward,82,200,COLLEGE_JUNIOR,2022,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/kyle-evans
Myles Che,myles-che,UC Irvine,uc-irvine,Big West,D1,Chattanooga,chattanooga,Southern,D1,2024,2024-25,2024-05-01,2024-08-20,2024-09-20,COMMITMENT,2024-05-01,TRANSFER,2024-03-21,d1_big_west,Point Guard,75,190,COLLEGE_JUNIOR,2023,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/myles-che
Joel Armotrading,joel-armotrading,UC Riverside,uc-riverside,Big West,D1,Cal Poly,cal-poly,Big West,D1,2024,2024-25,2024-04-17,2024-08-20,2024-09-20,COMMITMENT,2024-04-17,TRANSFER,2024-03-18,d1_big_west,Center,82,225,COLLEGE_SENIOR,2020,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/joel-armotrading
Parker Strauss,parker-strauss,UC Riverside,uc-riverside,Big West,D1,Northwestern,northwestern,Big Ten,D1,2024,2024-25,2024-04-19,2024-08-20,2024-09-20,COMMITMENT,2024-04-19,TRANSFER,2024-04-03,d1_big_west,Shooting Guard,76,175,COLLEGE_SOPHOMORE,2023,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/parker-strauss
Rikus Schulte,rikus-schulte,UC Riverside,uc-riverside,Big West,D1,Davidson,davidson,Atlantic 10,D1,2024,2024-25,,,2024-09-18,ENROLLMENT,2024-09-18,TRANSFER,2024-03-18,d1_big_west,Power Forward,81,0,COLLEGE_JUNIOR,2023,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/rikus-schulte
Chris Howell,chris-howell,UC San Diego,uc-san-diego,Big West,D1,Saint Mary's,saint-marys,West Coast,D1,2024,2024-25,2024-04-24,2024-08-20,2024-09-20,COMMITMENT,2024-04-24,TRANSFER,2024-04-10,d1_big_west,Point Guard,78,195,COLLEGE_JUNIOR,2021,FALSE,TRUE,TRUE,FALSE,,,https://www.verbalcommits.com/players/chris-howell
Justin Rochelin,justin-rochelin,UC San Diego,uc-san-diego,Big West,D1,Oregon State,oregon-state,PAC 12,D1,2024,2024-25,,2024-06-13,2024-09-20,SIGNING,2024-06-13,TRANSFER,2024-03-25,d1_big_west,Shooting Guard,77,190,COLLEGE_SENIOR,2021,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/justin-rochelin
Maximo Milovich,maximo-milovich,UC San Diego,uc-san-diego,Big West,D1,Biola,biola,PacWest,D2,2024,2024-25,,2024-07-29,2024-09-20,SIGNING,2024-07-29,TRANSFER,2024-03-19,d2_big_west,Center,80,213,COLLEGE_SENIOR,2020,FALSE,TRUE,TRUE,TRUE,TRUE,auto_include,https://www.verbalcommits.com/players/maximo-milovich
Miloš Vićentić,milo-vienti,UC San Diego,uc-san-diego,Big West,D1,McKendree,mckendree,GLVC,D2,2024,2024-25,2024-04-22,2024-08-20,2024-09-20,COMMITMENT,2024-04-22,TRANSFER,2024-03-11,d2_big_west,Small Forward,79,200,COLLEGE_SENIOR,2020,FALSE,FALSE,TRUE,TRUE,TRUE,auto_include,https://www.verbalcommits.com/players/milo-vienti
Nordin Kapić,nordin-kapi,UC San Diego,uc-san-diego,Big West,D1,Lynn,lynn,SSC,D2,2024,2024-25,2024-04-19,2024-08-20,2024-09-20,COMMITMENT,2024-04-19,TRANSFER,2024-03-12,d2_big_west,Power Forward,80,240,COLLEGE_SENIOR,2022,FALSE,FALSE,TRUE,TRUE,TRUE,auto_include,https://www.verbalcommits.com/players/nordin-kapi
Colin Smith,colin-smith,UC Santa Barbara,uc-santa-barbara,Big West,D1,Vanderbilt,vanderbilt,SEC,D1,2024,2024-25,2024-05-06,2024-08-20,2024-09-20,COMMITMENT,2024-05-06,TRANSFER,2024-03-17,d1_big_west,Small Forward,80,210,COLLEGE_JUNIOR,2022,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/colin-smith
Kenny Pohto,kenny-pohto,UC Santa Barbara,uc-santa-barbara,Big West,D1,Wichita State,wichita-state,American,D1,2024,2024-25,2024-05-03,2024-08-20,2024-09-20,COMMITMENT,2024-05-03,TRANSFER,2024-03-26,d1_big_west,Center,83,235,INELIGIBLE,2021,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/kenny-pohto
Kieves Turner,kieves-turner,UC Santa Barbara,uc-santa-barbara,Big West,D1,San Diego,san-diego,West Coast,D1,2024,2024-25,2024-04-29,2024-08-20,2024-09-20,COMMITMENT,2024-04-29,TRANSFER,2024-03-24,d1_big_west,Shooting Guard,74,185,COLLEGE_SENIOR,2020,TRUE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/kieves-turner
Max Murrell,max-murrell,UC Santa Barbara,uc-santa-barbara,Big West,D1,Stanford,stanford,PAC 12,D1,2024,2024-25,2024-05-08,2024-08-20,2024-09-20,COMMITMENT,2024-05-08,TRANSFER,2024-03-19,d1_big_west,Power Forward,81,225,INELIGIBLE,2020,FALSE,FALSE,TRUE,FALSE,,,https://www.verbalcommits.com/players/max-murrell
